title,href
General principles of definitive fracture management,https://www.uptodate.com/contents/general-principles-of-definitive-fracture-management
General principles of fracture management: Bone healing and fracture description,https://www.uptodate.com/contents/general-principles-of-fracture-management-bone-healing-and-fracture-description
Imaging techniques for evaluation of the painful joint,https://www.uptodate.com/contents/imaging-techniques-for-evaluation-of-the-painful-joint
Monoarthritis in adults: Etiology and evaluation,https://www.uptodate.com/contents/monoarthritis-in-adults-etiology-and-evaluation
Overview of overuse (persistent) tendinopathy,https://www.uptodate.com/contents/overview-of-overuse-persistent-tendinopathy
Overview of the management of overuse (persistent) tendinopathy,https://www.uptodate.com/contents/overview-of-the-management-of-overuse-persistent-tendinopathy
Dupuytren's contracture,https://www.uptodate.com/contents/dupuytrens-contracture
Evaluation of the patient with thumb pain,https://www.uptodate.com/contents/evaluation-of-the-patient-with-thumb-pain
Extensor tendon injury of the distal interphalangeal joint (mallet finger),https://www.uptodate.com/contents/extensor-tendon-injury-of-the-distal-interphalangeal-joint-mallet-finger
Finger and thumb anatomy,https://www.uptodate.com/contents/finger-and-thumb-anatomy
Flexor tendon injury of the distal interphalangeal joint (jersey finger),https://www.uptodate.com/contents/flexor-tendon-injury-of-the-distal-interphalangeal-joint-jersey-finger
History and examination of the adult with hand pain,https://www.uptodate.com/contents/history-and-examination-of-the-adult-with-hand-pain
Trigger finger (stenosing flexor tenosynovitis),https://www.uptodate.com/contents/trigger-finger-stenosing-flexor-tenosynovitis
Ulnar collateral ligament injury (gamekeeper's or skier's thumb),https://www.uptodate.com/contents/ulnar-collateral-ligament-injury-gamekeepers-or-skiers-thumb
de Quervain tendinopathy,https://www.uptodate.com/contents/de-quervain-tendinopathy
Adductor muscle and tendon injury,https://www.uptodate.com/contents/adductor-muscle-and-tendon-injury
Approach to the adult with unspecified hip pain,https://www.uptodate.com/contents/approach-to-the-adult-with-unspecified-hip-pain
Complications of total hip arthroplasty,https://www.uptodate.com/contents/complications-of-total-hip-arthroplasty
Greater trochanteric pain syndrome (formerly trochanteric bursitis),https://www.uptodate.com/contents/greater-trochanteric-pain-syndrome-formerly-trochanteric-bursitis
Imaging evaluation of the painful hip in adults,https://www.uptodate.com/contents/imaging-evaluation-of-the-painful-hip-in-adults
Meralgia paresthetica (lateral femoral cutaneous nerve entrapment),https://www.uptodate.com/contents/meralgia-paresthetica-lateral-femoral-cutaneous-nerve-entrapment
Musculoskeletal examination of the hip and groin,https://www.uptodate.com/contents/musculoskeletal-examination-of-the-hip-and-groin
Overview of common hip fractures in adults,https://www.uptodate.com/contents/overview-of-common-hip-fractures-in-adults
Total hip arthroplasty,https://www.uptodate.com/contents/total-hip-arthroplasty
Anterior cruciate ligament injury,https://www.uptodate.com/contents/anterior-cruciate-ligament-injury
Approach to the adult with knee pain likely of musculoskeletal origin,https://www.uptodate.com/contents/approach-to-the-adult-with-knee-pain-likely-of-musculoskeletal-origin
Approach to the adult with unspecified knee pain,https://www.uptodate.com/contents/approach-to-the-adult-with-unspecified-knee-pain
Complications of total knee arthroplasty,https://www.uptodate.com/contents/complications-of-total-knee-arthroplasty
Knee bursitis,https://www.uptodate.com/contents/knee-bursitis
Medial (tibial) collateral ligament injury of the knee,https://www.uptodate.com/contents/medial-tibial-collateral-ligament-injury-of-the-knee
Meniscal injury of the knee,https://www.uptodate.com/contents/meniscal-injury-of-the-knee
Patellofemoral pain,https://www.uptodate.com/contents/patellofemoral-pain
Physical examination of the knee,https://www.uptodate.com/contents/physical-examination-of-the-knee
Synovectomy for inflammatory arthritis of the knee,https://www.uptodate.com/contents/synovectomy-for-inflammatory-arthritis-of-the-knee
Total knee arthroplasty,https://www.uptodate.com/contents/total-knee-arthroplasty
Hamstring muscle and tendon injuries,https://www.uptodate.com/contents/hamstring-muscle-and-tendon-injuries
Iliotibial band syndrome,https://www.uptodate.com/contents/iliotibial-band-syndrome
Overview of running injuries of the lower extremity,https://www.uptodate.com/contents/overview-of-running-injuries-of-the-lower-extremity
Quadriceps muscle and tendon injuries,https://www.uptodate.com/contents/quadriceps-muscle-and-tendon-injuries
Evaluation of the adult patient with neck pain,https://www.uptodate.com/contents/evaluation-of-the-adult-patient-with-neck-pain
Management of non-radicular neck pain in adults,https://www.uptodate.com/contents/management-of-non-radicular-neck-pain-in-adults
Acromioclavicular joint disorders,https://www.uptodate.com/contents/acromioclavicular-joint-disorders
"Acromioclavicular joint injuries (""separated"" shoulder)",https://www.uptodate.com/contents/acromioclavicular-joint-injuries-separated-shoulder
Biceps tendinopathy and tendon rupture,https://www.uptodate.com/contents/biceps-tendinopathy-and-tendon-rupture
Clavicle fractures,https://www.uptodate.com/contents/clavicle-fractures
Evaluation of the adult with shoulder complaints,https://www.uptodate.com/contents/evaluation-of-the-adult-with-shoulder-complaints
Frozen shoulder (adhesive capsulitis),https://www.uptodate.com/contents/frozen-shoulder-adhesive-capsulitis
Management of rotator cuff tears,https://www.uptodate.com/contents/management-of-rotator-cuff-tears
Multidirectional instability of the shoulder,https://www.uptodate.com/contents/multidirectional-instability-of-the-shoulder
Physical examination of the shoulder,https://www.uptodate.com/contents/physical-examination-of-the-shoulder
Presentation and diagnosis of rotator cuff tears,https://www.uptodate.com/contents/presentation-and-diagnosis-of-rotator-cuff-tears
Radiologic evaluation of the painful shoulder in adults,https://www.uptodate.com/contents/radiologic-evaluation-of-the-painful-shoulder-in-adults
Rehabilitation principles and practice for shoulder impingement and related problems,https://www.uptodate.com/contents/rehabilitation-principles-and-practice-for-shoulder-impingement-and-related-problems
Rotator cuff tendinopathy,https://www.uptodate.com/contents/rotator-cuff-tendinopathy
Shoulder dislocation and reduction,https://www.uptodate.com/contents/shoulder-dislocation-and-reduction
Subacromial (shoulder) impingement syndrome,https://www.uptodate.com/contents/subacromial-shoulder-impingement-syndrome
Superior labrum anterior to posterior (SLAP) tears,https://www.uptodate.com/contents/superior-labrum-anterior-to-posterior-slap-tears
Calf injuries not involving the Achilles tendon,https://www.uptodate.com/contents/calf-injuries-not-involving-the-achilles-tendon
Chronic exertional compartment syndrome,https://www.uptodate.com/contents/chronic-exertional-compartment-syndrome
Evaluation of the collapsed adult athlete,https://www.uptodate.com/contents/evaluation-of-the-collapsed-adult-athlete
Preparation and management of mass-participation endurance sporting events,https://www.uptodate.com/contents/preparation-and-management-of-mass-participation-endurance-sporting-events
"Spondylolysis and spondylolisthesis in child and adolescent athletes: Clinical presentation, imaging, and diagnosis",https://www.uptodate.com/contents/spondylolysis-and-spondylolisthesis-in-child-and-adolescent-athletes-clinical-presentation-imaging-and-diagnosis
Spondylolysis and spondylolisthesis in child and adolescent athletes: Management,https://www.uptodate.com/contents/spondylolysis-and-spondylolisthesis-in-child-and-adolescent-athletes-management
Syndesmotic ankle injury (high ankle sprain),https://www.uptodate.com/contents/syndesmotic-ankle-injury-high-ankle-sprain
Anatomy and basic biomechanics of the wrist,https://www.uptodate.com/contents/anatomy-and-basic-biomechanics-of-the-wrist
Carpal tunnel syndrome: Clinical manifestations and diagnosis,https://www.uptodate.com/contents/carpal-tunnel-syndrome-clinical-manifestations-and-diagnosis
Carpal tunnel syndrome: Pathophysiology and risk factors,https://www.uptodate.com/contents/carpal-tunnel-syndrome-pathophysiology-and-risk-factors
Carpal tunnel syndrome: Treatment and prognosis,https://www.uptodate.com/contents/carpal-tunnel-syndrome-treatment-and-prognosis
Evaluation of the adult with acute wrist pain,https://www.uptodate.com/contents/evaluation-of-the-adult-with-acute-wrist-pain
Evaluation of the adult with subacute or chronic wrist pain,https://www.uptodate.com/contents/evaluation-of-the-adult-with-subacute-or-chronic-wrist-pain
Ganglion cysts of the wrist and hand,https://www.uptodate.com/contents/ganglion-cysts-of-the-wrist-and-hand
Surgery for carpal tunnel syndrome,https://www.uptodate.com/contents/surgery-for-carpal-tunnel-syndrome
Direct laryngoscopy and endotracheal intubation in adults,https://www.uptodate.com/contents/direct-laryngoscopy-and-endotracheal-intubation-in-adults
Emergency cricothyrotomy (cricothyroidotomy),https://www.uptodate.com/contents/emergency-cricothyrotomy-cricothyroidotomy
"Procedural sedation in adults: General considerations, preparation, monitoring, and mitigating complications",https://www.uptodate.com/contents/procedural-sedation-in-adults-general-considerations-preparation-monitoring-and-mitigating-complications
"Procedural sedation in adults: Medication selection, dosing, and discharge criteria",https://www.uptodate.com/contents/procedural-sedation-in-adults-medication-selection-dosing-and-discharge-criteria
Subcutaneous infiltration of local anesthetics,https://www.uptodate.com/contents/subcutaneous-infiltration-of-local-anesthetics
Arterial blood gases,https://www.uptodate.com/contents/arterial-blood-gases
Basic principles of ultrasound-guided venous access,https://www.uptodate.com/contents/basic-principles-of-ultrasound-guided-venous-access
Central venous access in adults: General principles,https://www.uptodate.com/contents/central-venous-access-in-adults-general-principles
Central venous catheters: Overview of complications and prevention in adults,https://www.uptodate.com/contents/central-venous-catheters-overview-of-complications-and-prevention-in-adults
Emergency pericardiocentesis,https://www.uptodate.com/contents/emergency-pericardiocentesis
"Intra-arterial catheterization for invasive monitoring: Indications, insertion techniques, and interpretation",https://www.uptodate.com/contents/intra-arterial-catheterization-for-invasive-monitoring-indications-insertion-techniques-and-interpretation
Peripheral venous access in adults,https://www.uptodate.com/contents/peripheral-venous-access-in-adults
Placement of jugular venous catheters,https://www.uptodate.com/contents/placement-of-jugular-venous-catheters
Placement of subclavian venous catheters,https://www.uptodate.com/contents/placement-of-subclavian-venous-catheters
Temporary cardiac pacing,https://www.uptodate.com/contents/temporary-cardiac-pacing
Venous blood gases and other alternatives to arterial blood gases,https://www.uptodate.com/contents/venous-blood-gases-and-other-alternatives-to-arterial-blood-gases
Closure of minor skin wounds with staples,https://www.uptodate.com/contents/closure-of-minor-skin-wounds-with-staples
Minor wound repair with tissue adhesives (cyanoacrylates),https://www.uptodate.com/contents/minor-wound-repair-with-tissue-adhesives-cyanoacrylates
Office-based dermatologic diagnostic procedures,https://www.uptodate.com/contents/office-based-dermatologic-diagnostic-procedures
Skin biopsy techniques,https://www.uptodate.com/contents/skin-biopsy-techniques
Skin laceration repair with sutures,https://www.uptodate.com/contents/skin-laceration-repair-with-sutures
Techniques for skin abscess drainage,https://www.uptodate.com/contents/techniques-for-skin-abscess-drainage
Approach to the adult with epistaxis,https://www.uptodate.com/contents/approach-to-the-adult-with-epistaxis
Evaluation and repair of tongue lacerations,https://www.uptodate.com/contents/evaluation-and-repair-of-tongue-lacerations
Subungual hematoma,https://www.uptodate.com/contents/subungual-hematoma
Assessment and management of scalp lacerations,https://www.uptodate.com/contents/assessment-and-management-of-scalp-lacerations
Closure of minor skin wounds with staples,https://www.uptodate.com/contents/closure-of-minor-skin-wounds-with-staples
Digit dislocation reduction,https://www.uptodate.com/contents/digit-dislocation-reduction
Evaluation and repair of tongue lacerations,https://www.uptodate.com/contents/evaluation-and-repair-of-tongue-lacerations
Fish hook removal techniques,https://www.uptodate.com/contents/fish-hook-removal-techniques
"Hair tourniquet and other narrow constricting bands: Clinical manifestations, diagnosis, and treatment",https://www.uptodate.com/contents/hair-tourniquet-and-other-narrow-constricting-bands-clinical-manifestations-diagnosis-and-treatment
Management of zipper entrapment injuries,https://www.uptodate.com/contents/management-of-zipper-entrapment-injuries
Minor wound evaluation and preparation for closure,https://www.uptodate.com/contents/minor-wound-evaluation-and-preparation-for-closure
Minor wound repair with tissue adhesives (cyanoacrylates),https://www.uptodate.com/contents/minor-wound-repair-with-tissue-adhesives-cyanoacrylates
Ring entrapment and removal,https://www.uptodate.com/contents/ring-entrapment-and-removal
Skin laceration repair with sutures,https://www.uptodate.com/contents/skin-laceration-repair-with-sutures
Subungual hematoma,https://www.uptodate.com/contents/subungual-hematoma
Techniques for skin abscess drainage,https://www.uptodate.com/contents/techniques-for-skin-abscess-drainage
Temporomandibular joint (TMJ) dislocation,https://www.uptodate.com/contents/temporomandibular-joint-tmj-dislocation
Basic techniques for splinting of musculoskeletal injuries,https://www.uptodate.com/contents/basic-techniques-for-splinting-of-musculoskeletal-injuries
Digital nerve block,https://www.uptodate.com/contents/digital-nerve-block
Intraarticular and soft tissue injections: What agent(s) to inject and how frequently?,https://www.uptodate.com/contents/intraarticular-and-soft-tissue-injections-what-agents-to-inject-and-how-frequently
Joint aspiration or injection in adults: Complications,https://www.uptodate.com/contents/joint-aspiration-or-injection-in-adults-complications
Joint aspiration or injection in adults: Technique and indications,https://www.uptodate.com/contents/joint-aspiration-or-injection-in-adults-technique-and-indications
Joint aspiration: The dry tap,https://www.uptodate.com/contents/joint-aspiration-the-dry-tap
Knee (tibiofemoral) dislocation and reduction,https://www.uptodate.com/contents/knee-tibiofemoral-dislocation-and-reduction
Shoulder dislocation and reduction,https://www.uptodate.com/contents/shoulder-dislocation-and-reduction
Temporomandibular joint (TMJ) dislocation,https://www.uptodate.com/contents/temporomandibular-joint-tmj-dislocation
"Lumbar puncture: Technique, indications, contraindications, and complications in adults",https://www.uptodate.com/contents/lumbar-puncture-technique-indications-contraindications-and-complications-in-adults
Approach to episiotomy,https://www.uptodate.com/contents/approach-to-episiotomy
Bartholin gland cyst and abscess: Word catheter placement,https://www.uptodate.com/contents/bartholin-gland-cyst-and-abscess-word-catheter-placement
Culdocentesis,https://www.uptodate.com/contents/culdocentesis
Nonstress test and contraction stress test,https://www.uptodate.com/contents/nonstress-test-and-contraction-stress-test
Overview of ultrasound examination in obstetrics and gynecology,https://www.uptodate.com/contents/overview-of-ultrasound-examination-in-obstetrics-and-gynecology
Slit lamp examination,https://www.uptodate.com/contents/slit-lamp-examination
Arterial blood gases,https://www.uptodate.com/contents/arterial-blood-gases
Thoracostomy tubes and catheters: Indications and tube selection in adults and children,https://www.uptodate.com/contents/thoracostomy-tubes-and-catheters-indications-and-tube-selection-in-adults-and-children
Thoracostomy tubes and catheters: Management and removal,https://www.uptodate.com/contents/thoracostomy-tubes-and-catheters-management-and-removal
Thoracostomy tubes and catheters: Placement techniques and complications,https://www.uptodate.com/contents/thoracostomy-tubes-and-catheters-placement-techniques-and-complications
Ultrasound-guided thoracentesis,https://www.uptodate.com/contents/ultrasound-guided-thoracentesis
Venous blood gases and other alternatives to arterial blood gases,https://www.uptodate.com/contents/venous-blood-gases-and-other-alternatives-to-arterial-blood-gases
Acute urinary retention,https://www.uptodate.com/contents/acute-urinary-retention
An overview of angioedema: Pathogenesis and causes,https://www.uptodate.com/contents/an-overview-of-angioedema-pathogenesis-and-causes
Approach to the adult patient with syncope in the emergency department,https://www.uptodate.com/contents/approach-to-the-adult-patient-with-syncope-in-the-emergency-department
Approach to the adult with acute diarrhea in resource-rich settings,https://www.uptodate.com/contents/approach-to-the-adult-with-acute-diarrhea-in-resource-rich-settings
Approach to the adult with acute persistent visual loss,https://www.uptodate.com/contents/approach-to-the-adult-with-acute-persistent-visual-loss
Approach to the adult with dyspnea in the emergency department,https://www.uptodate.com/contents/approach-to-the-adult-with-dyspnea-in-the-emergency-department
Approach to the adult with fever of unknown origin,https://www.uptodate.com/contents/approach-to-the-adult-with-fever-of-unknown-origin
Approach to the adult with nausea and vomiting,https://www.uptodate.com/contents/approach-to-the-adult-with-nausea-and-vomiting
Approach to the adult with vaginal bleeding in the emergency department,https://www.uptodate.com/contents/approach-to-the-adult-with-vaginal-bleeding-in-the-emergency-department
Approach to the clinical dermatologic diagnosis,https://www.uptodate.com/contents/approach-to-the-clinical-dermatologic-diagnosis
Approach to the patient with dizziness,https://www.uptodate.com/contents/approach-to-the-patient-with-dizziness
Assessment and emergency management of the acutely agitated or violent adult,https://www.uptodate.com/contents/assessment-and-emergency-management-of-the-acutely-agitated-or-violent-adult
Etiologies of fever of unknown origin in adults,https://www.uptodate.com/contents/etiologies-of-fever-of-unknown-origin-in-adults
Evaluation of abnormal behavior in the emergency department,https://www.uptodate.com/contents/evaluation-of-abnormal-behavior-in-the-emergency-department
Evaluation of nonlife-threatening hemoptysis in adults,https://www.uptodate.com/contents/evaluation-of-nonlife-threatening-hemoptysis-in-adults
Evaluation of the adult with abdominal pain in the emergency department,https://www.uptodate.com/contents/evaluation-of-the-adult-with-abdominal-pain-in-the-emergency-department
Evaluation of the adult with acute weakness in the emergency department,https://www.uptodate.com/contents/evaluation-of-the-adult-with-acute-weakness-in-the-emergency-department
Evaluation of the adult with chest pain in the emergency department,https://www.uptodate.com/contents/evaluation-of-the-adult-with-chest-pain-in-the-emergency-department
Evaluation of the adult with nontraumatic headache in the emergency department,https://www.uptodate.com/contents/evaluation-of-the-adult-with-nontraumatic-headache-in-the-emergency-department
New-onset urticaria,https://www.uptodate.com/contents/new-onset-urticaria
Treatment of neutropenic fever syndromes in adults with hematologic malignancies and hematopoietic cell transplant recipients (high-risk patients),https://www.uptodate.com/contents/treatment-of-neutropenic-fever-syndromes-in-adults-with-hematologic-malignancies-and-hematopoietic-cell-transplant-recipients-high-risk-patients
Acute scrotal pain in adults,https://www.uptodate.com/contents/acute-scrotal-pain-in-adults
An overview of angioedema: Pathogenesis and causes,https://www.uptodate.com/contents/an-overview-of-angioedema-pathogenesis-and-causes
Approach to minimal bright red blood per rectum in adults,https://www.uptodate.com/contents/approach-to-minimal-bright-red-blood-per-rectum-in-adults
Approach to the adult patient with fatigue,https://www.uptodate.com/contents/approach-to-the-adult-patient-with-fatigue
Approach to the adult with acute diarrhea in resource-rich settings,https://www.uptodate.com/contents/approach-to-the-adult-with-acute-diarrhea-in-resource-rich-settings
Approach to the adult with dyspepsia,https://www.uptodate.com/contents/approach-to-the-adult-with-dyspepsia
Approach to the adult with epistaxis,https://www.uptodate.com/contents/approach-to-the-adult-with-epistaxis
Approach to the adult with fever of unknown origin,https://www.uptodate.com/contents/approach-to-the-adult-with-fever-of-unknown-origin
Approach to the adult with nausea and vomiting,https://www.uptodate.com/contents/approach-to-the-adult-with-nausea-and-vomiting
Approach to the clinical dermatologic diagnosis,https://www.uptodate.com/contents/approach-to-the-clinical-dermatologic-diagnosis
Approach to the evaluation of dysphagia in adults,https://www.uptodate.com/contents/approach-to-the-evaluation-of-dysphagia-in-adults
Approach to the patient with dizziness,https://www.uptodate.com/contents/approach-to-the-patient-with-dizziness
Approach to the patient with muscle weakness,https://www.uptodate.com/contents/approach-to-the-patient-with-muscle-weakness
Approach to the patient with sensory loss,https://www.uptodate.com/contents/approach-to-the-patient-with-sensory-loss
Causes and epidemiology of subacute and chronic cough in adults,https://www.uptodate.com/contents/causes-and-epidemiology-of-subacute-and-chronic-cough-in-adults
Causes of abdominal pain in adults,https://www.uptodate.com/contents/causes-of-abdominal-pain-in-adults
Classification and causes of jaundice or asymptomatic hyperbilirubinemia,https://www.uptodate.com/contents/classification-and-causes-of-jaundice-or-asymptomatic-hyperbilirubinemia
Clinical manifestations and evaluation of edema in adults,https://www.uptodate.com/contents/clinical-manifestations-and-evaluation-of-edema-in-adults
Dysmenorrhea in adult females: Clinical features and diagnosis,https://www.uptodate.com/contents/dysmenorrhea-in-adult-females-clinical-features-and-diagnosis
Dysmenorrhea in adult females: Treatment,https://www.uptodate.com/contents/dysmenorrhea-in-adult-females-treatment
Etiologies of fever of unknown origin in adults,https://www.uptodate.com/contents/etiologies-of-fever-of-unknown-origin-in-adults
Evaluation of low back pain in adults,https://www.uptodate.com/contents/evaluation-of-low-back-pain-in-adults
Evaluation of palpitations in adults,https://www.uptodate.com/contents/evaluation-of-palpitations-in-adults
Evaluation of the adult with polyarticular pain,https://www.uptodate.com/contents/evaluation-of-the-adult-with-polyarticular-pain
Evaluation of the patient with night sweats or generalized hyperhidrosis,https://www.uptodate.com/contents/evaluation-of-the-patient-with-night-sweats-or-generalized-hyperhidrosis
Evaluation of the patient with vertigo,https://www.uptodate.com/contents/evaluation-of-the-patient-with-vertigo
Hiccups,https://www.uptodate.com/contents/hiccups
Monoarthritis in adults: Etiology and evaluation,https://www.uptodate.com/contents/monoarthritis-in-adults-etiology-and-evaluation
Muscle examination in the evaluation of weakness,https://www.uptodate.com/contents/muscle-examination-in-the-evaluation-of-weakness
New-onset urticaria,https://www.uptodate.com/contents/new-onset-urticaria
Nonacute scrotal conditions in adults,https://www.uptodate.com/contents/nonacute-scrotal-conditions-in-adults
Overview of cancer pain syndromes,https://www.uptodate.com/contents/overview-of-cancer-pain-syndromes
Pruritus: Etiology and patient evaluation,https://www.uptodate.com/contents/pruritus-etiology-and-patient-evaluation
Pruritus: Therapies for generalized pruritus,https://www.uptodate.com/contents/pruritus-therapies-for-generalized-pruritus
Pruritus: Therapies for localized pruritus,https://www.uptodate.com/contents/pruritus-therapies-for-localized-pruritus
Syncope in adults: Clinical manifestations and initial diagnostic evaluation,https://www.uptodate.com/contents/syncope-in-adults-clinical-manifestations-and-initial-diagnostic-evaluation
Syncope in adults: Risk assessment and additional diagnostic evaluation,https://www.uptodate.com/contents/syncope-in-adults-risk-assessment-and-additional-diagnostic-evaluation
The red eye: Evaluation and management,https://www.uptodate.com/contents/the-red-eye-evaluation-and-management
